Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
69	1	-3683.405	-3711.109	27.70364	0.0247827	0.69281	0.000205739	0.0369394	0.00101731	0.0212115	0.00487684	0.000948759	0.024739	0.0214561	0.0222941	0.00431736	0.0878675	0.00771346	0.00241806	0.0127721	0.0342969	0.0542375	0.0941987	0.00844278	0.0482923	0.220668	0.227595	0.302531	0.249206	0.085857	0.119237	0.105774	0.116915	0.183163	0.0734785
70	0	-3215.997	-3169.092	-46.90489	2.05533	0.252273	0.174293	0.674792	0.0707177	0.337089	0.0476873	0.0595676	0.521596	0.0182018	0.194884	0.0294915	0.575903	0.0353147	1.1674	0.036337	0.0628847	0.111603	2.51869	0.0765791	0.302947	0.116313	0.255385	0.229274	0.399027	0.00173786	0.013193	0.00272228	0.00168389	0.00735522	0.000843375
71	1	-3678.205	-3703.434	25.22911	0.052355	0.91925	0.000123514	0.0852487	0.00156028	0.0149675	0.00496892	0.00172108	0.0300818	0.0165802	0.0154152	0.00430358	0.0996653	0.00607353	0.00438807	0.013207	0.0251528	0.0505197	0.104916	0.0140017	0.050307	0.228171	0.255991	0.278328	0.237511	0.0830194	0.11795	0.109019	0.0961225	0.129277	0.0875207
72	0	-3216.105	-3157.368	-58.73709	2.26458	0.32422	0.0693025	0.38458	0.0186044	0.418251	0.111758	0.0426589	0.217397	0.0217696	0.190779	0.0681909	0.723294	0.177408	1.2048	0.0393758	0.125043	0.175957	3.36298	0.0506226	0.519365	0.130808	0.263637	0.388161	0.217395	0.00329454	0.00802849	0.00294947	0.00221759	0.00628181	0.000626785
73	1	-3679.241	-3705.917	26.67652	0.0348715	0.779349	9.77663e-05	0.0796788	0.00101375	0.0297085	0.00495039	0.00179175	0.0258616	0.00761631	0.0245025	0.0132345	0.0978883	0.0147279	0.00298095	0.00652442	0.0276834	0.0452726	0.0629486	0.00446894	0.0725469	0.213076	0.239056	0.280915	0.266953	0.0727664	0.150134	0.102073	0.104192	0.148576	0.077514
74	0	-3222.236	-3159.185	-63.05161	2.52037	0.225368	0.203873	0.883568	0.0585491	0.452364	0.142414	0.0106215	0.216085	0.0337049	0.0716245	0.0774495	0.29544	0.0543238	1.48757	0.057749	0.0216166	0.454583	3.23678	0.0356792	0.40426	0.236511	0.237645	0.377976	0.147869	0.00250367	0.00901024	0.00222469	0.0018359	0.00541541	0.000797688
75	1	-3686.71	-3712.85	26.14042	0.055692	0.844204	7.9661e-05	0.0471961	0.00137778	0.0174569	0.0107591	0.00121356	0.0112793	0.0102296	0.016893	0.0111492	0.0881633	0.0170192	0.00634596	0.0104354	0.0118541	0.0601237	0.130892	0.00817127	0.0510231	0.243691	0.249755	0.30316	0.203394	0.0818072	0.0777751	0.126023	0.124633	0.140582	0.0842052
76	0	-3216.829	-3158.018	-58.81116	2.47087	0.268395	0.206559	0.563613	0.0677835	0.398803	0.0444273	0.0326171	0.200449	0.126469	0.178754	0.0874608	0.369363	0.0771877	0.908513	0.0644867	0.0138422	0.195761	3.14067	0.194549	0.903547	0.0793945	0.236279	0.281496	0.402831	0.00305871	0.0120851	0.00317619	0.00177599	0.00543934	0.00208476
77	1	-3685.479	-3712.712	27.23308	0.0467513	0.844204	0.000186426	0.0421389	0.00182209	0.0105496	0.00388738	0.000590965	0.0148987	0.00144352	0.0182921	0.00491586	0.0899871	0.00795679	0.0162629	0.00636171	0.0124699	0.0324301	0.0602733	0.0149773	0.0397239	0.308739	0.268874	0.224129	0.198259	0.0463436	0.123915	0.103258	0.126215	0.1657	0.101764
78	0	-3219.415	-3157.043	-62.37224	2.47087	0.211019	0.319296	0.600684	0.129221	0.416255	0.0961189	0.0133684	0.170546	0.122938	0.0521568	0.246482	0.477756	0.10271	1.52985	0.0420277	0.0098009	0.165563	2.84013	0.0869454	0.770867	0.111846	0.143003	0.360831	0.38432	0.00358465	0.0093623	0.000727442	0.00163973	0.0072212	0.000709423
79	1	-3687.221	-3713.481	26.25976	0.0321764	0.844204	0.000389231	0.0708283	0.00240526	0.0320937	0.026981	0.000399377	0.0291217	0.000193764	0.0144956	0.00570936	0.0952251	0.0149909	0.010475	0.00779397	0.0190857	0.0598424	0.102325	0.00546022	0.0394788	0.22622	0.257402	0.275584	0.240794	0.0792415	0.111688	0.0960738	0.107479	0.11705	0.109442
80	0	-3218.156	-3162.039	-56.11727	1.90488	0.240305	0.125709	0.540173	0.124319	0.226283	0.139397	0.0590882	0.380606	0.181093	0.281485	0.186603	0.444871	0.0908945	0.893844	0.131269	0.0305062	0.212664	2.87585	0.155816	1.02747	0.17966	0.20595	0.279584	0.334807	0.00318185	0.0092265	0.00065712	0.00123474	0.00393448	0.000993476
81	1	-3681.594	-3707.553	25.95971	0.0323474	0.844204	0.000389232	0.0746442	0.00907658	0.0121062	0.0174122	0.00015438	0.0353313	0.000489936	0.0114015	0.0122624	0.0941234	0.00754212	0.00443585	0.00340701	0.0147666	0.0305531	0.0902499	0.0158	0.0684894	0.215102	0.244751	0.223436	0.316712	0.101395	0.156908	0.0987445	0.106051	0.110227	0.112142
82	0	-3215.673	-3140.812	-74.86068	2.411	0.240305	0.210041	1.13893	0.0520605	0.168306	0.0504465	0.0343733	0.502331	0.123929	0.300321	0.0718164	0.791702	0.16988	1.4635	0.125507	0.0138753	0.466701	2.86281	0.231453	0.701182	0.205917	0.206948	0.343103	0.244032	0.00232349	0.0059454	0.000254102	0.00142322	0.00566604	0.000613649
83	1	-3673.224	-3700.1	26.8758	0.0121003	0.772824	0.00205283	0.0739454	0.00581667	0.0139257	0.00647465	0.000496844	0.013358	0.00173728	0.0183545	0.00724376	0.0690519	0.0048941	0.00358778	0.00256382	0.0112029	0.0195789	0.0796296	0.0136742	0.0483981	0.184951	0.227992	0.255189	0.331869	0.119276	0.188957	0.125022	0.133515	0.107358	0.118007
84	0	-3214.759	-3156.296	-58.46301	2.19531	0.218247	0.431985	0.663299	0.0336471	0.555095	0.140734	0.0250757	0.282658	0.105768	0.140811	0.149911	0.420641	0.072524	1.11283	0.154217	0.0132606	0.290947	2.88697	0.219306	0.375035	0.211069	0.187104	0.351689	0.250138	0.00332464	0.00768952	0.00133151	0.00169511	0.00360063	0.00100734
85	1	-3677.792	-3705.614	27.82197	0.00991879	0.783666	0.00140812	0.0514606	0.00682916	0.0251761	0.0149495	0.0023713	0.0139082	0.00258091	0.0130622	0.00352976	0.0730028	0.0107059	0.00154473	0.00516942	0.00676621	0.0368779	0.0971502	0.0044833	0.039138	0.189347	0.18646	0.303896	0.320297	0.0892075	0.185202	0.100125	0.128997	0.115192	0.0560077
86	0	-3216.599	-3149.003	-67.59623	2.31145	0.187793	0.281025	0.566913	0.0390049	0.636903	0.122296	0.0105164	0.351808	0.0497037	0.122947	0.223318	0.586842	0.116584	1.35748	0.347273	0.0440794	0.0350079	2.83385	0.149235	1.02625	0.186071	0.172525	0.332413	0.30899	0.0044834	0.00775432	0.00052361	0.00113719	0.00516904	0.000895352
87	1	-3687.453	-3713.098	25.64494	0.0245779	0.889293	0.00450147	0.0628599	0.0223293	0.0148817	0.0183505	0.00304237	0.0331967	0.00130745	0.0138338	0.00757538	0.079407	0.0172168	0.00467565	0.0190539	0.00685123	0.0474493	0.110461	0.00334236	0.0356358	0.184312	0.220034	0.290001	0.305653	0.0891269	0.129585	0.0928499	0.131263	0.11393	0.119535
88	0	-3215.989	-3157.81	-58.1791	2.2141	0.25034	0.25872	0.569487	0.044341	0.375114	0.100706	0.027934	0.568198	0.0254621	0.283551	0.0844874	0.579999	0.0611965	1.33452	0.168509	0.0891664	0.0341888	2.76811	0.0668398	0.551846	0.110987	0.328679	0.342338	0.217996	0.00209169	0.00745197	0.000428522	0.00231227	0.00752872	0.00190655
89	1	-3687.202	-3713.245	26.04268	0.0637444	0.776322	0.00275212	0.0729869	0.0198436	0.0137767	0.00751048	0.00107238	0.0234684	0.00219086	0.0220437	0.00427968	0.0940934	0.0224628	0.00699927	0.0149649	0.00809857	0.0309427	0.0865832	0.0245064	0.0339721	0.222179	0.233066	0.252638	0.292117	0.108722	0.175142	0.103831	0.11142	0.10936	0.115269
90	0	-3218.412	-3161.784	-56.62779	2.41741	0.214884	0.238573	0.577757	0.0291564	0.265685	0.0373025	0.0115305	0.215172	0.122881	0.261912	0.0146153	0.235414	0.180235	1.53645	0.285458	0.268004	0.0181626	2.94698	0.12637	0.290163	0.0956953	0.141178	0.411774	0.351353	0.00444598	0.0123421	0.000701792	0.00245129	0.00777798	0.00158
91	1	-3692.686	-3715.264	22.57771	0.00992584	1.14862	0.00247228	0.0984115	0.0107066	0.00996289	0.0103628	0.0113372	0.0294771	0.00304656	0.017408	0.00496261	0.105831	0.0436666	0.000679843	0.0033631	0.0162827	0.0267413	0.169666	0.0212404	0.120958	0.254794	0.231935	0.235909	0.277362	0.0565466	0.129625	0.0968974	0.0810085	0.106102	0.0675515
92	0	-3213.409	-3160.267	-53.1426	2.18031	0.196738	0.192143	0.627813	0.0202009	0.314652	0.0251555	0.00702691	0.227	0.109356	0.89606	0.0267832	0.258823	0.157792	1.29427	0.236046	0.0516309	0.0630931	2.46488	0.0868954	0.516402	0.142977	0.190136	0.339809	0.327078	0.00170023	0.00779585	0.000995304	0.00193713	0.00849274	0.000892313
93	1	-3686.813	-3711.728	24.91455	0.015122	0.994687	0.00171977	0.0736903	0.00549162	0.0127262	0.00715079	0.0289846	0.0124999	0.0104946	0.0203536	0.0181156	0.071822	0.0168446	0.00161713	0.0136096	0.0134274	0.0438332	0.111122	0.00551757	0.0950994	0.2182	0.212376	0.315453	0.253971	0.078247	0.122776	0.094518	0.0762448	0.119695	0.103762
94	0	-3216.533	-3159.261	-57.27167	2.75944	0.231318	0.0692057	0.358265	0.00443943	0.303254	0.016644	0.00387985	0.252993	0.0988961	0.193321	0.0251848	0.675318	0.172643	0.891632	0.282485	0.104748	0.303004	2.97446	0.0617985	0.580943	0.151392	0.148635	0.315601	0.384373	0.00360181	0.00936533	0.00161436	0.00233285	0.00536309	0.00163824
95	1	-3686.533	-3710.383	23.84987	0.0458619	1.15143	0.00127218	0.102189	0.00457297	0.00790259	0.00543572	0.0015067	0.0254788	0.0156872	0.00769	0.0238343	0.104622	0.0231713	0.00354459	0.00630084	0.0210313	0.0461362	0.125969	0.00733353	0.0580721	0.218479	0.209868	0.316688	0.254965	0.088561	0.0877424	0.0693993	0.0991702	0.0921596	0.049567
96	0	-3218.702	-3166.621	-52.08124	2.31002	0.246811	0.121444	0.530126	0.00406761	0.485146	0.0396308	0.0320253	0.529227	0.0652706	0.130499	0.026432	0.334497	0.135564	1.17913	0.18895	0.179058	0.21789	2.73315	0.0610361	0.293085	0.152256	0.110419	0.176789	0.560535	0.00652788	0.0114493	0.000527358	0.00409566	0.00211372	0.000991046
97	1	-3680.526	-3705.525	24.99842	0.0139248	0.95189	0.00067469	0.0743855	0.00135895	0.00781055	0.00654036	0.00177376	0.0538744	0.0223953	0.0108084	0.0102182	0.0802768	0.0188946	0.00336522	0.00524892	0.0060614	0.0390767	0.151704	0.0165243	0.0687764	0.215015	0.206048	0.310924	0.268013	0.0959706	0.13059	0.107184	0.0858091	0.123276	0.0723703
98	0	-3214.021	-3158.999	-55.02225	2.48474	0.228737	0.27213	0.69143	0.00372057	0.370991	0.0596106	0.0637464	0.174349	0.0999759	0.124875	0.0160974	0.403662	0.166074	1.19341	0.10784	0.20563	0.0635068	2.79385	0.189775	0.422513	0.228731	0.306642	0.307462	0.157165	0.00336364	0.0079665	0.00249057	0.00207004	0.00811933	0.00217503
99	1	-3680.241	-3706.13	25.88916	0.0313308	0.95189	0.00111049	0.0405566	0.00113553	0.0142967	0.0223653	0.00159727	0.0280429	0.0201411	0.0111607	0.00622625	0.0662712	0.0135097	0.00443113	0.00521521	0.0158177	0.0433505	0.0880094	0.011169	0.0462125	0.202241	0.193808	0.296628	0.307323	0.100613	0.156001	0.100136	0.0895012	0.131686	0.0699336
100	0	-3214.257	-3155.825	-58.43202	2.04132	0.246958	0.360902	0.59801	0.0177003	0.363129	0.0555126	0.0591205	0.246045	0.28201	0.308066	0.0205544	0.527555	0.16815	1.35595	0.243612	0.279051	0.134424	2.46689	0.130785	0.577407	0.0983848	0.254435	0.264391	0.382789	0.00147058	0.0106923	0.0012097	0.00303983	0.00385025	0.00040911
101	1	-3690.661	-3716.017	25.35601	0.0308874	0.903439	0.000857622	0.0874471	0.00347503	0.0136859	0.0149174	0.00567576	0.0591457	0.0224676	0.0366192	0.00539071	0.0849831	0.0131519	0.00787845	0.00675874	0.0175925	0.0276844	0.0838205	0.016795	0.0359181	0.211802	0.234763	0.234932	0.318503	0.0701141	0.195479	0.090979	0.126865	0.0770341	0.0859624
102	0	-3224.868	-3152.965	-71.90269	2.55223	0.280135	0.422335	0.557914	0.0502487	0.463179	0.0105865	0.0983246	0.452427	0.438054	0.319348	0.0462649	0.585765	0.263702	1.17973	0.358121	0.218881	0.0996799	2.87301	0.214816	0.34289	0.119564	0.21142	0.321307	0.347708	0.00301209	0.0100613	0.00242689	0.00109383	0.00590379	0.000761966
103	1	-3684.952	-3710.954	26.00194	0.0516574	0.903439	0.000600813	0.0559184	0.00566403	0.0178922	0.00778703	0.00629758	0.027647	0.0127767	0.0365358	0.00162092	0.08166	0.00608289	0.00791456	0.012293	0.0157932	0.0442472	0.154433	0.00861031	0.0570655	0.211802	0.234763	0.234932	0.318503	0.0770481	0.132215	0.104228	0.0760982	0.0877589	0.0671466
104	0	-3226.409	-3153.596	-72.81297	2.49769	0.241636	0.375861	0.510212	0.104914	0.899836	0.00218288	0.0549217	0.0838666	0.215503	0.320946	0.0421524	0.239918	0.113084	1.61371	0.207364	0.348199	0.15234	2.87301	0.148477	0.883826	0.157207	0.222732	0.365787	0.254274	0.00157145	0.00443822	0.00122663	0.0018669	0.00286132	0.000312285
105	1	-3688.592	-3713.027	24.43508	0.0400286	1.04379	0.00168568	0.0811695	0.00492755	0.0213263	0.0100281	0.00833349	0.025651	0.0116029	0.0417719	0.00195603	0.0664051	0.00357048	0.00307399	0.0123277	0.0128595	0.0629687	0.121643	0.00520118	0.0526727	0.193039	0.278729	0.278931	0.249301	0.0626483	0.132164	0.104151	0.0732459	0.127398	0.0845221
106	0	-3221.358	-3150.344	-71.01439	2.49769	0.264958	0.26577	0.622397	0.103276	0.586396	0.00227463	0.0479218	0.222782	0.349625	0.212119	0.0519082	0.118668	0.0878349	1.10087	0.160713	0.847184	0.172104	2.87301	0.174984	0.981175	0.165118	0.183615	0.384196	0.267071	0.00311978	0.00503573	0.00111747	0.00163381	0.00690502	0.000594036
107	1	-3681.652	-3708.262	26.61019	0.0156802	0.870878	0.0173856	0.0658696	0.0106838	0.033139	0.00128964	0.0089999	0.0327181	0.00950803	0.0127933	0.00195407	0.0878675	0.00678734	0.00266391	0.0123527	0.0103591	0.0300221	0.155	0.0123608	0.0478777	0.249297	0.200259	0.265559	0.284885	0.0967659	0.0899817	0.0751174	0.115676	0.111498	0.0643785
108	0	-3220.713	-3168.93	-51.783	2.17665	0.222827	0.180231	0.455513	0.164054	0.211065	0.00853166	0.0897115	0.313966	0.162974	0.227096	0.0652179	0.352698	0.312446	0.937068	0.0994825	0.235187	0.125323	2.61801	0.0869012	0.767318	0.231644	0.238271	0.283846	0.246239	0.00329119	0.0100745	0.000657046	0.00345861	0.00754712	0.00162557
109	1	-3689.916	-3717.362	27.44603	0.0171157	0.634613	0.0138157	0.0792444	0.00640869	0.0389466	0.00172249	0.00392922	0.0170518	0.00870583	0.00937876	0.00294887	0.065683	0.0196126	0.00378859	0.00262196	0.0200543	0.0337097	0.110748	0.0174923	0.0355359	0.256445	0.206002	0.244499	0.293054	0.0975719	0.185806	0.105617	0.13648	0.126446	0.120975
110	0	-3216.735	-3157.59	-59.14521	2.26539	0.283724	0.176654	0.682756	0.13949	0.213919	0.0160511	0.113671	0.302687	0.197789	0.546442	0.129291	0.377593	0.101407	1.1473	0.124571	0.202197	0.214805	2.61801	0.0631159	0.63395	0.16713	0.214418	0.389798	0.228653	0.00203929	0.00882508	0.00192612	0.00116722	0.00873936	0.00162983
111	1	-3678.578	-3705.322	26.74336	0.0209663	0.926406	0.0135094	0.0898099	0.00377807	0.0203903	0.00275909	0.00231241	0.0169649	0.00585132	0.0229672	0.00715118	0.104637	0.00732782	0.00942038	0.00172387	0.00895424	0.0294043	0.0914691	0.0220163	0.0240738	0.226269	0.199049	0.236247	0.338435	0.0879452	0.127454	0.0546068	0.108579	0.104823	0.0709902
112	0	-3218.574	-3161.974	-56.59997	2.26539	0.263695	0.129258	0.552009	0.11931	0.0627993	0.0049277	0.252046	0.322008	0.249866	0.330382	0.171105	0.358998	0.0897	1.13766	0.197189	0.194244	0.121455	2.88605	0.129071	0.459785	0.170022	0.193375	0.314627	0.321975	0.00336419	0.0102593	0.000996547	0.0033485	0.00528048	0.000419759
113	1	-3680.098	-3705.665	25.56662	0.0106986	0.943917	0.0102588	0.0384881	0.00224867	0.0328456	0.0108306	0.00351897	0.0175987	0.00283502	0.0139456	0.0285177	0.0995041	0.00817648	0.00386069	0.00068565	0.0180754	0.0243164	0.102315	0.00775915	0.0386081	0.190508	0.188429	0.281454	0.339608	0.111841	0.136451	0.123612	0.127786	0.121764	0.0635072
114	0	-3227.458	-3157.121	-70.3378	2.52757	0.217646	0.126166	1.1294	0.471351	0.104972	0.00322784	0.0293786	0.206618	0.117857	0.271866	0.161902	0.439627	0.137069	1.09578	0.0838616	0.178067	0.355772	3.25726	0.15727	0.578511	0.0971091	0.110447	0.127538	0.664906	0.00597817	0.0296401	0.00063774	0.00292902	0.00359741	0.000452167
115	1	-3681.96	-3707.627	25.66701	0.00891809	0.87355	0.00988337	0.0515854	0.00326885	0.0243246	0.0148777	0.00851383	0.0161478	0.00168061	0.0539452	0.0158204	0.097838	0.0205427	0.000978679	0.00240413	0.0155424	0.0389529	0.0783394	0.00568333	0.0560647	0.219055	0.216664	0.300166	0.264115	0.0833143	0.171524	0.11016	0.0971313	0.133596	0.0993362
116	0	-3211.994	-3148.378	-63.61562	2.16634	0.264334	0.262809	0.719419	0.193639	0.272002	0.0240089	0.0295377	0.272628	0.0812014	0.354457	0.0935222	0.343707	0.128002	1.33682	0.0598424	0.286856	0.259152	3.15308	0.311452	0.380347	0.0793829	0.18247	0.140718	0.59743	0.00279885	0.0182414	0.00106596	0.00368396	0.00247247	0.000768093
117	1	-3676.588	-3703.855	27.26706	0.00995636	0.778367	0.0175422	0.0880242	0.000386506	0.0208735	0.00904667	0.00543554	0.014009	0.00415808	0.0201682	0.0104091	0.0780932	0.00550377	0.000928319	0.00437922	0.0164588	0.0452522	0.0608464	0.00557391	0.0433719	0.218721	0.186161	0.357972	0.237146	0.0989906	0.136983	0.12177	0.115503	0.154361	0.0675279
118	0	-3218.798	-3157.82	-60.9788	1.82816	0.266758	0.130334	0.854968	0.13283	0.623711	0.0234129	0.024574	0.268113	0.055451	0.270285	0.258989	0.247467	0.21114	1.45167	0.0893922	0.344639	0.0719015	2.73518	0.3676	0.479382	0.111978	0.206303	0.159097	0.522621	0.00239727	0.0111316	0.0016238	0.00409354	0.00296593	0.000335514
119	1	-3678.862	-3704.696	25.83375	0.00827525	0.843176	0.0257585	0.0640264	0.00111368	0.0282102	0.00511817	0.0051997	0.0411454	0.00201608	0.011319	0.00505857	0.0813603	0.00300388	0.00266424	0.00320837	0.0139329	0.0476647	0.0853705	0.0125782	0.0406358	0.269113	0.241354	0.208487	0.281046	0.0785404	0.155635	0.10214	0.15614	0.129298	0.124662
120	0	-3216.915	-3155.025	-61.89002	2.12435	0.219866	0.189586	0.717149	0.0812543	0.225803	0.00639948	0.0262248	0.128315	0.186013	0.193477	0.10575	0.30714	0.281736	1.7216	0.152975	0.0602463	0.09131	2.764	0.506349	0.739921	0.131014	0.367156	0.186522	0.315308	0.00206914	0.010598	0.000374746	0.00345912	0.00326772	0.000393862
121	1	-3680.919	-3706.618	25.69909	0.0149715	0.825892	0.0301286	0.0909216	0.000421626	0.0198358	0.00280972	0.000925906	0.0269485	0.00848741	0.0511255	0.00412158	0.12388	0.013704	0.00244334	0.00235199	0.0200176	0.0555298	0.117785	0.00995624	0.049448	0.204029	0.244183	0.241642	0.310146	0.0811836	0.122861	0.0760934	0.136384	0.121631	0.0808594
122	0	-3211.146	-3158.925	-52.22074	2.43105	0.172932	0.253	0.589821	0.0122875	0.644871	0.00469011	0.0227546	0.276154	0.0686596	0.196	0.132048	0.374492	0.193095	0.821588	0.0652321	0.0859422	0.106025	2.7649	0.173285	0.474188	0.151916	0.215749	0.251686	0.380648	0.00242	0.00663123	0.00262562	0.00226108	0.00545536	0.000292001
123	1	-3678.545	-3703.145	24.59933	0.00836966	0.998981	0.00921355	0.0961388	0.000740819	0.0259472	0.00723261	0.00100707	0.0420063	0.00321859	0.021143	0.00223425	0.116888	0.00588312	0.0149434	0.000401831	0.0187943	0.0471715	0.132547	0.00326113	0.0414984	0.249475	0.229386	0.229788	0.291351	0.0712941	0.149917	0.0892454	0.121998	0.101386	0.0692324
124	0	-3215.09	-3170.549	-44.54038	2.19951	0.172932	0.135174	0.411201	0.0149293	0.457108	0.00217221	0.0269943	0.154958	0.0908884	0.172833	0.11482	0.267031	0.112392	1.23654	0.384703	0.194152	0.161129	2.378	0.188853	0.212482	0.0848963	0.255846	0.212593	0.446665	0.00369372	0.0136692	0.00129838	0.00322441	0.00365958	0.00031208
125	1	-3678.016	-3703.338	25.32238	0.02727	0.984072	0.0185327	0.0707971	0.00171045	0.0164171	0.0178518	0.000466845	0.0328001	0.00254794	0.017708	0.00100868	0.0690016	0.0121714	0.00627535	0.000530481	0.0142068	0.0308461	0.0936729	0.00302101	0.0315169	0.23203	0.224946	0.305827	0.237198	0.0809307	0.156663	0.112059	0.114052	0.117479	0.0947795
126	0	-3217.078	-3168.065	-49.01245	2.29557	0.234152	0.0299674	0.542332	0.0256334	0.315271	0.0155434	0.028986	0.250882	0.102191	0.212592	0.127689	0.278904	0.0394008	0.784781	0.1674	0.290224	0.113028	3.0124	0.356246	0.314785	0.0737532	0.144136	0.296239	0.485872	0.00446134	0.0112786	0.000708617	0.00199459	0.00464433	0.000812646
127	1	-3686.637	-3713.384	26.74782	0.0523748	0.712637	0.0259614	0.0502327	0.00366863	0.0235174	0.0107485	0.000653653	0.0237497	0.00840948	0.0189119	0.000705101	0.0939805	0.00518236	0.00814903	0.000511191	0.00398982	0.0419332	0.0992342	0.0113971	0.0339391	0.331897	0.178312	0.279672	0.210118	0.117098	0.135877	0.120113	0.117699	0.155086	0.110084
128	0	-3217.265	-3163.358	-53.90724	2.38574	0.276345	0.0158404	0.66805	0.012704	0.341682	0.0165914	0.0255751	0.350931	0.0485531	0.247675	0.080946	0.646882	0.0747251	1.19037	0.149088	0.31101	0.0827011	2.60679	0.148594	0.341463	0.0760134	0.154216	0.616885	0.152886	0.00450074	0.00670063	0.0042156	0.00132067	0.0110085	0.00134237
129	1	-3683.935	-3711.28	27.34503	0.0277322	0.649713	0.0160756	0.0709543	0.0148717	0.0261592	0.00537237	0.000616926	0.0185464	0.00900394	0.0302958	0.00114852	0.0660022	0.0131706	0.00810073	0.00129105	0.00897777	0.045871	0.0863277	0.01028	0.034185	0.202213	0.188214	0.334361	0.275211	0.129743	0.147484	0.116901	0.169345	0.136312	0.081643
130	0	-3219.648	-3159	-60.64886	2.11515	0.14501	0.0266247	0.581496	0.0549439	0.310176	0.0153838	0.027744	0.326821	0.0891581	0.447413	0.303758	0.44869	0.165323	1.6506	0.0729199	0.100009	0.194944	2.85287	0.292416	0.484929	0.175339	0.225995	0.416248	0.182419	0.00179982	0.00450689	0.00270252	0.00136226	0.00840109	0.000368894
131	1	-3677.88	-3702.581	24.70067	0.0478629	1.0778	0.00529543	0.0577386	0.00955622	0.0306275	0.00179158	0.000618103	0.0187521	0.00747507	0.0221857	0.0018956	0.0900597	0.0118264	0.00656706	0.00290178	0.0130542	0.0476606	0.105843	0.00588271	0.0435969	0.193316	0.223932	0.31965	0.263102	0.0654119	0.14494	0.102406	0.0896218	0.0933455	0.0858458
132	0	-3223.763	-3165.159	-58.60308	2.06549	0.149515	0.0561098	0.737744	0.0804864	0.464641	0.00994332	0.0231891	0.30277	0.07532	0.965729	0.119547	0.652824	0.154087	1.38231	0.029651	0.0796753	0.0788837	2.5714	0.175279	0.321219	0.134039	0.174042	0.362103	0.329815	0.00655591	0.00469807	0.000902616	0.00227468	0.0092235	0.00146079
133	1	-3678.232	-3704.336	26.10368	0.0206283	0.873848	0.0103991	0.0603456	0.00998497	0.016041	0.00652559	0.000305054	0.0276161	0.0192914	0.0224734	0.00084801	0.0640529	0.0128976	0.00847418	0.00289436	0.0180593	0.0315135	0.117802	0.00394853	0.0625123	0.185626	0.246325	0.306984	0.261065	0.0851907	0.136327	0.104275	0.104744	0.116212	0.113049
