Iteration	Replicate_ID	Posterior	Likelihood	Prior	branch_lengths[1]	branch_lengths[2]	branch_lengths[3]	branch_lengths[4]	branch_lengths[5]	branch_lengths[6]	branch_lengths[7]	branch_lengths[8]	branch_lengths[9]	branch_lengths[10]	branch_lengths[11]	branch_lengths[12]	branch_lengths[13]	branch_lengths[14]	branch_lengths[15]	branch_lengths[16]	branch_lengths[17]	branch_lengths[18]	branch_lengths[19]	branch_lengths[20]	branch_lengths[21]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]
1435	1	-3692.713	-3718.179	25.46561	0.08379	0.853883	0.0153972	0.113096	0.00233868	0.0227859	0.00961304	0.00581462	0.0390085	0.00765503	0.0313332	0.00492684	0.0912447	0.012524	0.00814537	0.0138519	0.00292278	0.0587003	0.127469	0.00344756	0.0386343	0.202862	0.244052	0.288359	0.264727	0.0863175	0.100336	0.112672	0.0960809	0.100675	0.0714028
1436	0	-3212.392	-3153.005	-59.38754	2.30034	0.197124	0.57405	0.633284	0.0195692	0.264937	0.119281	0.0415477	0.172897	0.10994	0.285617	0.0288178	0.613501	0.15546	1.36238	0.0148734	0.0903598	0.0786858	2.57796	0.29134	0.641649	0.0896483	0.222049	0.379635	0.308667	0.00543292	0.0101546	0.00255567	0.000960837	0.00597819	0.000689198
1437	1	-3683.112	-3708.76	25.64812	0.0225841	0.849352	0.0344318	0.0597586	0.0192388	0.0174367	0.00289099	0.00235844	0.0379441	0.00876471	0.035162	0.012028	0.0831615	0.0172091	0.0029304	0.0118828	0.00199701	0.0484525	0.109827	0.0100457	0.0726236	0.207049	0.22478	0.28103	0.287141	0.105694	0.122564	0.116097	0.0986204	0.130506	0.062253
1438	0	-3211.019	-3151.702	-59.31659	2.30034	0.227964	0.237396	0.638794	0.0455845	0.383678	0.0622236	0.0739685	0.394774	0.108205	0.436828	0.0366611	0.204936	0.205657	1.42982	0.0131204	0.262595	0.0292661	2.94909	0.113432	0.415936	0.236199	0.167518	0.379133	0.21715	0.00193035	0.0078267	0.00285336	0.00152719	0.0070881	0.000793889
1439	1	-3678.106	-3704.841	26.7346	0.00812038	0.830416	0.00779061	0.0592025	0.00980998	0.0486604	0.0064017	0.00118533	0.0255522	0.0122314	0.0189235	0.0073121	0.0991014	0.00779696	0.0033645	0.0261665	0.00196941	0.0453595	0.0719902	0.0126834	0.0484446	0.212355	0.237754	0.255391	0.2945	0.0909869	0.129847	0.107298	0.126495	0.0912938	0.0887627
1440	0	-3225.895	-3158.182	-67.71272	2.13753	0.361452	0.663802	0.507267	0.202114	0.536745	0.0730515	0.0436748	0.222064	0.17739	0.229229	0.161057	0.228495	0.105923	1.82819	0.0434956	0.101753	0.0956299	2.94909	0.467986	0.279121	0.136636	0.152078	0.360423	0.350863	0.00425348	0.00587972	0.000292147	0.00144805	0.00476403	0.000192977
1441	1	-3684.093	-3710.528	26.43579	0.0121767	0.883102	0.00793157	0.0627065	0.017792	0.0322167	0.00760248	0.0014232	0.0429789	0.00642912	0.0432313	0.00728205	0.106849	0.0153009	0.00493909	0.0208936	0.00457034	0.0239711	0.076011	0.00334878	0.0348159	0.23511	0.263231	0.282757	0.218902	0.06756	0.125994	0.11688	0.107782	0.0956374	0.0876214
1442	0	-3221.982	-3161.794	-60.18762	2.06607	0.19202	0.510787	0.438861	0.138488	0.190344	0.140981	0.0926432	0.168612	0.110713	0.19882	0.403824	0.179287	0.183701	1.96295	0.0616586	0.191615	0.0688639	2.45421	0.412708	0.489713	0.150859	0.230646	0.178464	0.440031	0.00327884	0.0101654	0.000497814	0.00284101	0.00506317	0.000679909
1443	1	-3684.828	-3709.143	24.3149	0.0225444	1.13645	0.00532109	0.0704738	0.00590206	0.0305598	0.011272	0.00210591	0.0287313	0.00607838	0.029371	0.0106913	0.103207	0.0241962	0.00140093	0.00387586	0.00234345	0.0287578	0.0819431	0.0108293	0.0688424	0.216702	0.233841	0.252968	0.296489	0.0747714	0.105153	0.0806121	0.130499	0.0845133	0.0686932
1444	0	-3219.297	-3163.093	-56.20489	2.24796	0.173659	0.31862	0.525235	0.110113	0.282476	0.213646	0.0384714	0.258893	0.0773048	0.077491	0.259021	0.0513196	0.129978	1.49326	0.0286449	0.17336	0.0183849	2.93203	0.352805	0.495803	0.148749	0.22742	0.189954	0.433876	0.00336352	0.0117648	0.000656732	0.00116838	0.00505294	0.000635948
1445	1	-3682.627	-3707.619	24.99126	0.0318301	0.976898	0.0105418	0.090698	0.00469914	0.0173125	0.00976695	0.00210591	0.0275064	0.0068975	0.0239857	0.00977309	0.176043	0.0094505	0.00341931	0.0126295	0.00202241	0.0314797	0.0768988	0.0145452	0.0492085	0.261362	0.255132	0.222604	0.260902	0.08635	0.0991092	0.0986049	0.110394	0.0915804	0.0877498
1446	0	-3225.662	-3164.239	-61.42244	2.38388	0.288672	0.530269	0.82391	0.181819	0.282586	0.187759	0.157123	0.306968	0.247211	0.208767	0.110769	0.0465253	0.104808	1.02685	0.12986	0.181119	0.0102983	3.07772	0.203984	0.291343	0.16735	0.21487	0.221755	0.396026	0.00115284	0.00916463	0.00180325	0.00345862	0.0039557	0.00109837
1447	1	-3676.34	-3701.798	25.45883	0.0349883	0.931907	0.00458388	0.0532227	0.00651503	0.0176024	0.0020269	0.000800711	0.0352152	0.00877037	0.0382011	0.010807	0.110611	0.00715833	0.0036	0.0205896	0.000727004	0.0614542	0.107392	0.00704811	0.0519068	0.18741	0.274916	0.239866	0.297808	0.062731	0.154009	0.0939109	0.0956433	0.0991778	0.0941433
1448	0	-3218.794	-3162.251	-56.54321	2.22559	0.333851	0.342432	0.662138	0.254286	0.306955	0.195015	0.17211	0.282484	0.0904579	0.163357	0.0363079	0.056102	0.144722	1.43713	0.0818183	0.0770932	0.030145	2.63982	0.142316	0.614499	0.169841	0.199075	0.302135	0.328949	0.0046963	0.00983419	0.00118533	0.00273829	0.00734411	0.000521152
1449	1	-3673.818	-3701.213	27.39448	0.0364018	0.785076	0.00653201	0.0459014	0.00235181	0.0116759	0.00379216	0.000924269	0.030025	0.0102747	0.0164249	0.00891381	0.0808293	0.0257994	0.00343366	0.0099504	0.000397319	0.0469963	0.100504	0.00568248	0.047352	0.22652	0.191001	0.259855	0.322625	0.0682382	0.151945	0.0912514	0.123274	0.123402	0.0838304
1450	0	-3216.564	-3158.589	-57.97593	2.14556	0.235835	0.235356	0.857818	0.0837945	0.45668	0.305018	0.0750091	0.306895	0.159911	0.440213	0.0203055	0.100492	0.0656619	1.30184	0.116498	0.0711071	0.0277609	2.88135	0.127037	0.42176	0.1243	0.168116	0.363811	0.343772	0.0024514	0.00796387	0.00139868	0.00164617	0.00798323	0.000885323
1451	1	-3675.993	-3703.068	27.07522	0.0253484	0.785076	0.00605469	0.0458956	0.00213866	0.0150307	0.00150266	0.000676518	0.038314	0.0017785	0.0117946	0.00896626	0.120794	0.00357256	0.00482528	0.00972997	0.00101546	0.026951	0.0661513	0.00707128	0.0436274	0.216731	0.181933	0.292653	0.308683	0.0913031	0.162732	0.130575	0.129549	0.15481	0.0578196
1452	0	-3219.353	-3165.287	-54.06585	2.41673	0.197257	0.273047	0.858306	0.0569696	0.317125	0.345019	0.121979	0.2345	0.378478	0.418745	0.00849068	0.231284	0.110634	1.00292	0.0494122	0.118026	0.0216754	2.44733	0.114404	0.325835	0.0869522	0.239911	0.351919	0.321218	0.00228266	0.00743723	0.00277431	0.00113575	0.00439082	0.00102444
1453	1	-3685.531	-3710.229	24.69783	0.0100931	1.05936	0.0137523	0.0505431	0.00395221	0.0200646	0.00162115	0.000110559	0.0497735	0.00273608	0.0628352	0.00486099	0.091849	0.00229263	0.0116057	0.0175634	0.00617297	0.0235242	0.0973824	0.0105798	0.0482899	0.251452	0.185945	0.339537	0.223067	0.0942841	0.117298	0.106779	0.0678528	0.142349	0.0733216
1454	0	-3225.1	-3159.467	-65.63318	2.00252	0.259109	0.213987	0.969501	0.0335578	0.394512	0.142391	0.171189	0.106533	0.407048	0.127011	0.0197696	0.220214	0.31734	1.4666	0.0587076	0.25724	0.211795	2.80676	0.374566	0.642379	0.088828	0.196996	0.386028	0.328147	0.0053116	0.00896551	0.00135455	0.000441662	0.00502814	0.000112012
1455	1	-3690.579	-3714.068	23.48904	0.0462338	1.05182	0.042744	0.0986453	0.00743538	0.0152447	0.00134005	0.000235454	0.0634362	0.0129758	0.0682427	0.00142029	0.0988357	0.000815498	0.00729079	0.00855732	0.00749537	0.071827	0.186705	0.0100867	0.0634245	0.265048	0.195999	0.303824	0.235128	0.0559463	0.089621	0.0551927	0.0808896	0.101486	0.0637748
1456	0	-3219.935	-3162.794	-57.14116	2.19293	0.289398	0.485146	0.700595	0.0944184	0.515466	0.116591	0.0924479	0.139194	0.194295	0.111336	0.0385435	0.249186	0.23891	0.681585	0.131269	0.215862	0.0653781	2.65961	0.387395	0.75698	0.181132	0.230069	0.321127	0.267672	0.00328644	0.00577049	0.00111577	0.00184383	0.00594868	0.000241828
1457	1	-3680.513	-3706.334	25.82188	0.0398672	0.826491	0.0243442	0.0708268	0.0022389	0.0183954	0.00142991	8.93516e-05	0.032917	0.00564239	0.0412481	0.00195251	0.0625215	0.000932511	0.00241628	0.0151974	0.0146175	0.0653443	0.159107	0.0164903	0.0687337	0.24204	0.202135	0.313335	0.24249	0.0811135	0.104474	0.0964251	0.125817	0.116444	0.0833625
1458	0	-3213.449	-3158.542	-54.90754	2.34079	0.265371	0.32495	0.559051	0.0776582	0.14005	0.141408	0.0526174	0.313193	0.0975007	0.17327	0.0601055	0.367361	0.156832	1.40122	0.0641684	0.223444	0.0802795	2.57461	0.223436	0.496154	0.133487	0.258563	0.438095	0.169856	0.00159758	0.00529691	0.00248934	0.00223248	0.00563182	0.000663327
1459	1	-3677.244	-3702.79	25.54631	0.0463555	0.8595	0.00755424	0.100203	0.00232975	0.0139929	0.00186498	0.0002313	0.0263841	0.00657094	0.0132266	0.0055289	0.116614	0.000415107	0.00739621	0.0154635	0.0139821	0.0421193	0.104762	0.00347603	0.0774181	0.188401	0.249236	0.26337	0.298993	0.0977212	0.136235	0.123	0.0957688	0.0972086	0.0906726
1460	0	-3219.792	-3157.571	-62.22138	2.26587	0.261603	0.249004	0.846241	0.0536722	0.138993	0.0713408	0.0766749	0.248938	0.10038	0.213335	0.0429187	0.936695	0.105797	1.62436	0.131168	0.232621	0.152876	2.62693	0.172676	0.311039	0.213984	0.304333	0.16424	0.317444	0.00176495	0.0114969	0.00140379	0.000835603	0.00280251	0.00132454
1461	1	-3674.803	-3700.974	26.17111	0.0429664	0.902227	0.00301652	0.0704264	0.00470943	0.0112964	0.00742201	0.000590252	0.0337868	0.0128895	0.0355541	0.00255548	0.109788	0.000643056	0.00317102	0.0111461	0.00736646	0.0481979	0.0848476	0.00517268	0.0606112	0.199705	0.264191	0.279173	0.256932	0.0727936	0.118928	0.11139	0.0884806	0.100713	0.0928258
1462	0	-3210.171	-3158.766	-51.40465	2.44865	0.26682	0.343574	0.710165	0.0409006	0.223589	0.0855677	0.041115	0.172137	0.0812097	0.215748	0.0165202	0.416458	0.215821	1.10019	0.0510481	0.418476	0.0916854	2.33496	0.142651	0.365002	0.130435	0.29809	0.263015	0.30846	0.0026623	0.00686488	0.00138937	0.00257867	0.00492903	0.000384389
1463	1	-3675.433	-3701.975	26.54221	0.017035	0.797739	0.00275298	0.0575933	0.00269928	0.0240363	0.00349482	0.000596183	0.0310545	0.0188194	0.0380166	0.00322651	0.0617915	0.000418641	0.000877368	0.00633206	0.00551893	0.032358	0.132077	0.0103296	0.0340497	0.19483	0.214984	0.353126	0.237061	0.138524	0.122458	0.113662	0.113012	0.14697	0.0909625
1464	0	-3222.963	-3170.178	-52.78476	2.01378	0.208762	0.367778	0.443501	0.163847	0.219037	0.0575596	0.0703367	0.157366	0.0756784	0.07865	0.0463632	0.872243	0.146075	1.63028	0.0596751	0.338389	0.0608698	2.41558	0.149003	0.339578	0.147562	0.255171	0.21659	0.380677	0.00194997	0.0129837	0.00203708	0.00295005	0.00310831	0.00171393
1465	1	-3679.796	-3704.935	25.13903	0.0176236	1.03858	0.0085454	0.101138	0.00100289	0.0380098	0.0152293	0.000790543	0.0162261	0.00994259	0.0216027	0.00496861	0.114981	0.00259469	0.000895618	0.00531689	0.00354433	0.0302558	0.0946207	0.0207314	0.0471524	0.19228	0.178971	0.386378	0.242371	0.101389	0.0834591	0.102989	0.0824442	0.124522	0.0581693
1466	0	-3215.044	-3157.269	-57.77526	2.17689	0.261207	0.482313	0.601519	0.153916	0.281991	0.0626022	0.0197184	0.381956	0.102638	0.0921028	0.04932	0.308957	0.0997163	0.935148	0.123498	0.417679	0.0934659	2.87757	0.338915	0.554575	0.102641	0.328214	0.184951	0.384194	0.00176837	0.0103441	0.00283641	0.00262501	0.00377091	0.00111012
1467	1	-3682.94	-3708.018	25.07809	0.0134302	0.967298	0.0159917	0.0742761	0.00152225	0.0360244	0.0124719	0.00162031	0.0254157	0.0128377	0.0218355	0.00884588	0.134245	0.00196751	0.00229463	0.00402162	0.00599152	0.0406186	0.0990004	0.0168188	0.0660678	0.19228	0.178971	0.386378	0.242371	0.0678093	0.115052	0.135212	0.0717085	0.141316	0.0591234
1468	0	-3214.597	-3162.628	-51.96923	2.43609	0.139734	0.259351	0.703914	0.0662254	0.207839	0.0420082	0.0204349	0.150116	0.106177	0.103142	0.0212077	0.364621	0.252647	1.26126	0.0477524	0.181215	0.189223	2.38652	0.296574	0.593924	0.0829278	0.240499	0.18675	0.489824	0.00212141	0.0176753	0.000298416	0.00221036	0.00433883	0.000935452
1469	1	-3679.941	-3706.521	26.57997	0.0222341	0.879528	0.0147421	0.0929883	0.00600843	0.0183913	0.0161987	0.00186776	0.0226143	0.00515774	0.00959808	0.00732564	0.0954114	0.00304251	0.00380513	0.00322977	0.00342891	0.0287863	0.0751769	0.0097838	0.0308543	0.211449	0.237988	0.298826	0.251737	0.0971964	0.119522	0.13931	0.11974	0.0959842	0.0807022
1470	0	-3214.301	-3164.645	-49.65683	2.06057	0.204122	0.346958	0.775945	0.0475908	0.51565	0.0213002	0.066513	0.285331	0.145429	0.0775165	0.0189214	0.368781	0.162926	1.26791	0.0326923	0.0776004	0.111324	2.26578	0.187561	0.556046	0.0592062	0.243405	0.201645	0.495743	0.00702559	0.0155248	0.000195104	0.00247606	0.0043984	0.00022113
1471	1	-3679.398	-3705.389	25.9908	0.00775531	0.88354	0.0188433	0.0583585	0.00315539	0.0192207	0.0207568	0.000903751	0.029945	0.00881791	0.0266829	0.0110891	0.0795413	0.00414153	0.00173212	0.00835653	0.00626973	0.037804	0.108338	0.0261106	0.0321917	0.163175	0.197023	0.362151	0.277651	0.110713	0.114637	0.120808	0.103418	0.14382	0.0745963
1472	0	-3215.075	-3155.714	-59.36103	2.3758	0.345821	0.229923	0.640936	0.134522	0.508655	0.0960701	0.0662242	0.17034	0.139733	0.125653	0.0251339	0.222658	0.0959699	1.25926	0.0460634	0.0491879	0.223837	3.11294	0.145318	0.555407	0.0887076	0.167092	0.218953	0.525248	0.00590388	0.0102999	0.000736894	0.00493154	0.00476444	0.00064756
1473	1	-3681.912	-3708.936	27.02436	0.00805459	0.808203	0.00414467	0.069336	0.00397478	0.0403061	0.00957644	0.00086624	0.0353539	0.012458	0.0245009	0.00421032	0.0776768	0.00267837	0.0040111	0.0148336	0.00784501	0.0144187	0.112212	0.0128311	0.0270679	0.190774	0.196217	0.272594	0.340415	0.0876393	0.156196	0.117292	0.123191	0.0915967	0.0877162
1474	0	-3215.011	-3159.003	-56.00749	2.3758	0.275223	0.294016	0.472354	0.197173	0.330396	0.0140988	0.0742804	0.200242	0.0908037	0.194152	0.0241154	0.233355	0.141888	0.972145	0.103917	0.189602	0.125887	3.07179	0.0599055	0.78234	0.0447795	0.0941015	0.148967	0.712152	0.00690542	0.0183746	0.00138729	0.00669145	0.00400332	0.000536826
1475	1	-3679.165	-3703.729	24.56357	0.0174689	1.04804	0.00712017	0.0504786	0.00499182	0.0369693	0.00701331	0.00221409	0.0135649	0.00997515	0.0283523	0.00184252	0.0862753	0.00687972	0.00251459	0.00822597	0.00382424	0.0284556	0.115953	0.0148475	0.038548	0.192633	0.218439	0.245196	0.343732	0.10715	0.137991	0.108774	0.144547	0.0959823	0.0762711
1476	0	-3217.872	-3159.651	-58.22147	2.16154	0.165017	0.0737551	1.02545	0.159799	0.400534	0.0803484	0.0242656	0.242391	0.0941269	0.252034	0.0294803	0.379807	0.117291	1.16088	0.115138	0.136003	0.0576948	3.01414	0.220059	0.54542	0.157988	0.118991	0.266924	0.456097	0.0047674	0.0112637	0.000753731	0.00443836	0.00377757	0.00259101
1477	1	-3678.032	-3704.091	26.05905	0.0192104	0.835591	0.00461133	0.0560065	0.009472	0.020298	0.00707889	0.00400764	0.0118564	0.0127319	0.0361927	0.00106608	0.0763615	0.00897307	0.00177116	0.00918559	0.00450182	0.0429954	0.0915541	0.0118818	0.0381115	0.19618	0.203151	0.23778	0.362889	0.102486	0.181797	0.0896467	0.17793	0.116391	0.0830122
1478	0	-3214.881	-3169.03	-45.85073	2.01862	0.287345	0.0619953	0.62717	0.0746792	0.230763	0.112834	0.0378492	0.195096	0.0534765	0.151261	0.0232709	0.546744	0.179219	1.12809	0.0158214	0.114362	0.0826736	2.62738	0.203346	0.446561	0.0380601	0.241016	0.183222	0.537702	0.00315617	0.0137041	0.0035543	0.00242886	0.00342208	0.000872877
1479	1	-3678.12	-3704.363	26.24218	0.0115237	0.909145	0.00561663	0.0556234	0.00211686	0.0315495	0.00656165	0.00263409	0.0162784	0.0157481	0.0460581	0.000630576	0.0933558	0.010471	0.00178804	0.0116937	0.00312223	0.0274135	0.0897168	0.0044364	0.0498143	0.147962	0.221264	0.309854	0.32092	0.0956146	0.167526	0.124241	0.0922028	0.0970737	0.0644514
1480	0	-3213.706	-3156.369	-57.33705	2.2124	0.227412	0.034427	0.622116	0.052091	0.219833	0.139273	0.0249617	0.317876	0.0879128	0.319952	0.00351882	0.428856	0.254937	1.21133	0.00734707	0.274779	0.234321	3.13685	0.153195	0.401104	0.10376	0.221031	0.14368	0.531528	0.00535131	0.0152788	0.000549134	0.00280405	0.00533556	0.00051779
1481	1	-3679.003	-3704.568	25.56466	0.00863533	0.909145	0.00149265	0.0711807	0.00226321	0.0302438	0.00381811	0.00430462	0.0209538	0.011169	0.0248727	0.00195965	0.11173	0.00489272	0.00516099	0.0180949	0.00351744	0.0425505	0.0719555	0.0203274	0.0630776	0.173476	0.255362	0.363284	0.207878	0.0980886	0.135476	0.14091	0.0793037	0.150515	0.0685215
1482	0	-3228.429	-3175.184	-53.24562	1.93337	0.233108	0.069166	0.589659	0.0482777	0.144179	0.36216	0.0880871	0.123289	0.0477158	0.239594	0.00897974	0.737909	0.329532	1.21871	0.00953785	0.137211	0.118891	2.3904	0.125377	1.00307	0.0911799	0.285409	0.128936	0.494475	0.00255676	0.018714	0.000888017	0.000911746	0.00342354	0.000476543
1483	1	-3681.7	-3707.326	25.62646	0.00824928	0.855468	0.00196536	0.0670303	0.0037259	0.0372105	0.00698205	0.00143869	0.0250135	0.0123364	0.023054	0.0200765	0.0988119	0.00700181	0.00436626	0.0209679	0.00341405	0.0458724	0.113142	0.00510177	0.038823	0.177525	0.252696	0.364071	0.205708	0.098227	0.149204	0.105693	0.0984269	0.155537	0.0908415
1484	0	-3216.485	-3165.807	-50.67719	1.93067	0.15083	0.101319	0.754452	0.0840461	0.331691	0.0435461	0.0701718	0.105996	0.100631	0.201934	0.0113925	0.620393	0.370578	1.08978	0.0469251	0.0673909	0.104206	2.59333	0.252922	0.676472	0.159423	0.211017	0.257569	0.371991	0.00289434	0.00827107	0.000384691	0.00172198	0.00571977	0.000670545
1485	1	-3682.067	-3708.189	26.12213	0.0237828	0.837129	0.0026715	0.0418524	0.00735968	0.0231831	0.00331419	0.00243984	0.0211151	0.012305	0.0108108	0.00625687	0.0653571	0.0135512	0.00665493	0.00958113	0.00207934	0.0311063	0.0746691	0.0122306	0.0599322	0.311099	0.185241	0.321823	0.181837	0.105286	0.121322	0.159582	0.100507	0.185748	0.108585
1486	0	-3212.586	-3157.707	-54.87911	2.24749	0.183023	0.358618	0.643828	0.110201	0.108458	0.136978	0.109347	0.257911	0.0989521	0.21925	0.0196452	0.577588	0.0939525	1.00929	0.0513748	0.056068	0.091195	2.74302	0.150815	0.861061	0.142595	0.229904	0.324114	0.303387	0.00294399	0.00840995	0.00159444	0.00115194	0.00616522	0.00020582
1487	1	-3675.113	-3700.884	25.77099	0.0353896	0.965936	0.00517593	0.057832	0.0111497	0.0202793	0.00183824	0.00108041	0.023002	0.00204023	0.0116632	0.00138204	0.0889834	0.011128	0.00358068	0.010165	0.00233678	0.0314722	0.121653	0.0056063	0.0462901	0.189382	0.166137	0.346564	0.297916	0.0941512	0.128437	0.10863	0.0840578	0.123961	0.0863058
1488	0	-3213.059	-3166.441	-46.61778	2.24749	0.222167	0.135984	0.60882	0.140959	0.0720927	0.0369722	0.0569959	0.247421	0.153476	0.111324	0.0464264	0.20444	0.0561407	1.25139	0.123129	0.0397911	0.0841887	3.05144	0.0866143	0.324666	0.12941	0.181972	0.317055	0.371563	0.00382489	0.00808577	0.00122295	0.00232622	0.00477073	0.000245377
1489	1	-3681.03	-3706.497	25.4663	0.0882828	0.896301	0.0225985	0.0759377	0.00157971	0.0131065	0.00246002	0.00208517	0.0426695	0.00108043	0.0076803	0.00194112	0.150422	0.0140548	0.00672428	0.0148313	0.00390372	0.0642142	0.0914994	0.00546811	0.0606052	0.198063	0.232349	0.313548	0.25604	0.067292	0.106025	0.108154	0.0840248	0.115245	0.0658111
1490	0	-3218.04	-3161.732	-56.30817	2.22833	0.171047	0.171735	0.550586	0.175848	0.119754	0.0674377	0.0222889	0.385953	0.327957	0.269739	0.0829388	0.513576	0.0673973	1.29802	0.0756864	0.0782814	0.112457	3.0672	0.10206	0.376077	0.129737	0.151356	0.206011	0.512896	0.00447837	0.0131888	0.00260997	0.00227769	0.00347794	0.00104461
1491	1	-3685.771	-3712.022	26.25065	0.0278859	0.833342	0.024121	0.0699691	0.000816448	0.0227783	0.00204091	0.00104829	0.0133949	0.00265345	0.0311221	0.00148571	0.11539	0.0390559	0.0198475	0.00365908	0.0135227	0.0688852	0.141912	0.00884201	0.0340042	0.20072	0.216296	0.323508	0.259475	0.0748348	0.0990297	0.0895792	0.0911381	0.141888	0.0633145
1492	0	-3223.372	-3165.588	-57.78401	2.178	0.191056	0.115336	0.357226	0.0847838	0.182857	0.0665675	0.0850028	0.282693	0.139668	0.384955	0.2131	0.438722	0.0601832	1.78678	0.0778481	0.172345	0.174369	2.6946	0.532969	0.187359	0.0881944	0.345038	0.141749	0.425018	0.00431574	0.0172932	0.00155856	0.00472941	0.00303908	0.00167458
1493	1	-3679.945	-3706.351	26.40564	0.0152559	0.905638	0.00769219	0.077066	0.000641465	0.0460162	0.000911793	0.00139349	0.0183326	0.00302197	0.0423783	0.00116606	0.066371	0.00752056	0.0076434	0.00158837	0.0133034	0.0270367	0.0876022	0.00244383	0.044619	0.182531	0.216891	0.330957	0.26962	0.0953094	0.122764	0.130473	0.0750228	0.134429	0.084422
1494	0	-3214.647	-3162.428	-52.21921	2.17663	0.252744	0.124778	0.53495	0.0795975	0.288824	0.122406	0.0868741	0.226315	0.0495058	0.327925	0.138615	0.357751	0.0575709	0.925198	0.0872243	0.0843308	0.176517	2.69419	0.62146	0.442137	0.0587745	0.265624	0.236909	0.438692	0.00371034	0.0129475	0.00149827	0.00418005	0.00415105	0.000522695
1495	1	-3677.141	-3703.012	25.87027	0.00829878	0.972056	0.00170964	0.0802521	0.00207066	0.0221096	0.00117741	0.00391324	0.0234468	0.00472855	0.0284084	0.000576018	0.0893118	0.00301745	0.00325386	0.000674556	0.0113148	0.0267661	0.102028	0.00609402	0.0651408	0.303756	0.20032	0.242611	0.253313	0.075073	0.0993465	0.0882408	0.123109	0.125331	0.10615
1496	0	-3216.503	-3161.141	-55.3614	2.34688	0.220157	0.379745	1.11881	0.131368	0.288157	0.123219	0.0274932	0.15016	0.0326919	0.450116	0.131561	0.351089	0.14785	0.758902	0.0440979	0.124326	0.169564	2.60759	0.163169	0.40899	0.124199	0.234926	0.216854	0.424021	0.00181714	0.009195	0.000987926	0.00105368	0.00696361	0.000808498
1497	1	-3678.758	-3704.851	26.09288	0.00637165	0.876014	0.00448672	0.0786931	0.00444395	0.0362938	0.00065448	0.00444955	0.0219024	0.0036012	0.028438	0.000847213	0.111153	0.0137372	0.00719248	0.000391256	0.0101463	0.012942	0.0912757	0.00446864	0.0863575	0.212354	0.185742	0.285775	0.316129	0.104292	0.137493	0.0905085	0.0958271	0.136775	0.0825827
1498	0	-3221.293	-3150.928	-70.36501	2.23117	0.274623	0.15648	0.670362	0.0979693	0.704162	0.137215	0.0513063	0.19025	0.0594878	0.773257	0.22607	0.374058	0.110454	1.69604	0.0225307	0.0717288	0.128437	2.71618	0.305344	0.682954	0.135231	0.221039	0.319302	0.324428	0.00200314	0.00574067	0.00151103	0.00282082	0.0040151	0.000956888
1499	1	-3685.437	-3712.763	27.32638	0.00844528	0.776009	0.0128793	0.0649365	0.00211414	0.0219378	0.00282864	0.00157321	0.0383375	0.00740389	0.0348413	0.000907001	0.106043	0.0141345	0.0160026	0.000210008	0.0179283	0.0213274	0.116706	0.00454683	0.0498317	0.193793	0.175931	0.281464	0.348812	0.0946538	0.121569	0.0636692	0.142492	0.135524	0.0511355
1500	0	-3217.441	-3169.962	-47.4789	2.26475	0.305343	0.419957	0.375563	0.0540254	0.543438	0.0880142	0.0368632	0.174628	0.175112	0.0917614	0.152392	0.247518	0.12294	0.966159	0.024656	0.148642	0.0428501	2.38259	0.243958	0.521881	0.0505015	0.221358	0.203234	0.524906	0.00490038	0.011934	0.000567877	0.00315071	0.00403528	0.000881398
1501	1	-3676.811	-3704.162	27.35096	0.0139463	0.795905	0.0088226	0.0572324	0.00191678	0.0216757	0.000742643	0.0010119	0.00778323	0.00501053	0.0300257	0.000930837	0.0855808	0.01201	0.00608881	0.00170158	0.0198692	0.0374905	0.11169	0.00600796	0.0400756	0.215609	0.202809	0.259719	0.321863	0.119739	0.116295	0.114776	0.128304	0.0976184	0.0832787
1502	0	-3220.076	-3155.337	-64.73916	2.40591	0.263753	0.268155	0.98359	0.0918167	0.213853	0.0890861	0.0273239	0.458942	0.0702568	0.469378	0.189149	0.303963	0.352438	1.2357	0.0439541	0.423011	0.0793087	2.44788	0.147446	0.546297	0.110604	0.163431	0.244669	0.481297	0.00538778	0.00926368	0.00171209	0.00203085	0.00459858	0.000341965
1503	1	-3672.355	-3700.107	27.75236	0.0170526	0.744854	0.0145849	0.0662782	0.000727786	0.0315556	0.0018514	0.0022577	0.0196411	0.00289254	0.028924	0.00058317	0.0426402	0.0117948	0.0080136	0.000519295	0.0023713	0.0260952	0.0836381	0.00720357	0.0381149	0.265354	0.188539	0.305493	0.240614	0.110463	0.135638	0.0912495	0.131132	0.152246	0.113067
1504	0	-3222.683	-3160.303	-62.38053	2.0065	0.189914	0.0651215	0.643169	0.0773758	0.644102	0.0586256	0.00336705	0.516009	0.0494825	0.56275	0.0480146	0.474774	0.425417	1.30763	0.0745469	0.228375	0.0332186	2.84042	0.218107	0.405422	0.129625	0.164612	0.147054	0.55871	0.00264319	0.0104895	0.00129724	0.00741407	0.00379981	0.000700528
